lead_id,full_name,phone,source,interest_course,branch,assigned_to,created_date,status
L0705,Lola Sattorova,+998972098430,hh,Data Science,Sergeli,Yulduz Xudoyberdiova,2026-03-21,enrolled
L0706,Nargiza Jo'raova,+998937741758,referral,Data Science,Chilonzor,Yulduz Xudoyberdiova,2026-03-12,new
L0707,Umid Yusufov,+998933802444,hh,Grafik Dizayn,Sergeli,Sanjar Xolmatov,2026-03-01,new
L0708,Rustam Yusufov,+998952199009,google,Grafik Dizayn,Yunusobod,Lola Rustamova,2026-03-21,trial
L0709,Diyor Hoshimov,+998942222072,walk_in,Ingliz tili,Chilonzor,Sanjar Xolmatov,2026-03-08,contacted
L0710,Yulduz Rashidova,+998938979579,telegram,SMM,Chilonzor,Diyor Islomov,2026-03-23,lost
L0711,Nozima Umarova,+998902234780,telegram,Ingliz tili,Sergeli,Sanjar Xolmatov,2026-03-20,trial
L0712,Nozima Nazarova,+998775439019,walk_in,Grafik Dizayn,Yunusobod,Sirojiddin Xolmatov,2026-03-02,trial
L0713,Elyor Hoshimov,+998956021576,telegram,Grafik Dizayn,Yunusobod,Lola Rustamova,2026-03-10,lost
L0714,Nargiza Islomova,+998971227435,telegram,Backend,Yunusobod,Yulduz Xudoyberdiova,2026-03-02,lost
L0715,Ozoda Xolmatova,+998946607049,google,Frontend,Chilonzor,Diyor Islomov,2026-03-16,trial
L0716,Otabek Mirzaov,+998986254050,instagram,Grafik Dizayn,Chilonzor,Sirojiddin Xolmatov,2026-03-15,trial
L0717,Zarina Ahmadova,+998906640957,walk_in,Grafik Dizayn,Sergeli,Farrux Jo'raov,2026-03-20,contacted
L0718,Bobur Tojiboyov,+998951192406,telegram,Data Science,Chilonzor,Sirojiddin Xolmatov,2026-03-27,enrolled
L0719,Davron Yusupov,+998943476176,walk_in,Frontend,Yunusobod,Sanjar Xolmatov,2026-03-11,contacted
L0720,Aziza Ergashova,+998555161324,google,Frontend,Chilonzor,Yulduz Xudoyberdiova,2026-03-25,trial
L0721,Zebo Yoqubova,+998946387127,telegram,Data Science,Chilonzor,Lola Rustamova,2026-03-29,enrolled
L0722,Jasur Islomov,+998991787329,telegram,AI Asoslari,Chilonzor,Sanjar Xolmatov,2026-03-01,new
L0723,Abdulloh G'aniov,+998999189793,telegram,SMM,Chilonzor,Diyor Islomov,2026-03-06,contacted
L0724,Ulug'bek Hoshimov,+998939713013,referral,Frontend,Yunusobod,Akmal Yusufov,2026-03-25,lost
L0725,Nargiza Ahmadova,+998908488614,telegram,AI Asoslari,Sergeli,Diyor Islomov,2026-03-30,contacted
L0726,Akmal Hoshimov,+998979208949,referral,Ingliz tili,Yunusobod,Farrux Jo'raov,2026-03-13,contacted
L0727,Islom Islomov,+998987506158,telegram,Frontend,Yunusobod,Diyor Yusupov,2026-03-26,trial
L0728,Nozima Rashidova,+998981855757,hh,AI Asoslari,Sergeli,Lola Rustamova,2026-03-20,new
L0729,Gulbahor Yoqubova,+998907429078,referral,Backend,Yunusobod,Sirojiddin Xolmatov,2026-03-08,contacted
L0730,Feruza Toshpulatova,+998989567859,telegram,Backend,Chilonzor,Sanjar Xolmatov,2026-03-18,enrolled
L0731,Abdulloh Hoshimov,+998947955430,referral,Frontend,Sergeli,Sanjar Xolmatov,2026-03-10,contacted
L0732,Feruza Ahmadova,+998941706359,instagram,Data Science,Sergeli,Diyor Yusupov,2026-03-14,enrolled
L0733,Akmal Ergashov,+998912111556,google,Data Science,Yunusobod,Akmal Yusufov,2026-03-13,enrolled
L0734,Sardor G'aniov,+998984343078,instagram,AI Asoslari,Yunusobod,Lola Rustamova,2026-03-30,trial
L0735,Barno Abdurahmonova,+998986565621,instagram,SMM,Sergeli,Diyor Islomov,2026-03-23,enrolled
L0736,Sardor Xolmatov,+998994134023,facebook,Ingliz tili,Sergeli,Sanjar Xolmatov,2026-03-13,contacted
L0737,Gulnora Yoqubova,+998946410962,instagram,Grafik Dizayn,Chilonzor,Yulduz Xudoyberdiova,2026-03-16,enrolled
L0738,Umid Islomov,+998888507994,hh,Data Science,Yunusobod,Farrux Jo'raov,2026-03-13,contacted
L0739,Muhammadali Xolmatov,+998933952703,instagram,Backend,Chilonzor,Diyor Islomov,2026-03-11,contacted
L0740,Jasur Rashidov,+998945171224,telegram,AI Asoslari,Chilonzor,Diyor Yusupov,2026-03-07,lost
L0741,Sanjar Saidov,+998987128695,referral,Data Science,Yunusobod,Yulduz Xudoyberdiova,2026-03-22,enrolled
L0742,Rustam Sharipov,+998909087060,hh,Data Science,Sergeli,Yulduz Xudoyberdiova,2026-03-11,contacted
L0743,Anvar Qodirov,+998918216424,google,SMM,Sergeli,Akmal Yusufov,2026-03-30,enrolled
L0744,Iroda Tursunova,+998993494682,telegram,Grafik Dizayn,Sergeli,Yulduz Xudoyberdiova,2026-03-14,contacted
L0745,Botir Toshpulatov,+998559336548,instagram,Ingliz tili,Yunusobod,Diyor Yusupov,2026-03-24,contacted
L0746,Gulchehra Boltaova,+998338554978,telegram,Data Science,Yunusobod,Lola Rustamova,2026-03-30,contacted
L0747,Nargiza Norqulova,+998994332946,walk_in,Backend,Yunusobod,Diyor Yusupov,2026-03-09,lost
L0748,Sirojiddin Sobirov,+998779305119,referral,Data Science,Chilonzor,Diyor Islomov,2026-03-21,enrolled
L0749,Gulnora Sobirova,+998994781120,referral,AI Asoslari,Yunusobod,Sirojiddin Xolmatov,2026-03-22,enrolled
L0750,Ozoda Toshpulatova,+998941442365,instagram,Ingliz tili,Yunusobod,Sanjar Xolmatov,2026-03-06,contacted
L0751,Mehriniso Ahmadova,+998907360736,facebook,Ingliz tili,Yunusobod,Sanjar Xolmatov,2026-03-30,enrolled
L0752,Diyor Sharipov,+998975567639,referral,AI Asoslari,Sergeli,Farrux Jo'raov,2026-03-03,contacted
L0753,Ozoda Boltaova,+998887437790,facebook,Ingliz tili,Yunusobod,Sanjar Xolmatov,2026-03-24,enrolled
L0754,Iroda Mirzaova,+998331293891,telegram,AI Asoslari,Sergeli,Diyor Yusupov,2026-03-30,new
L0755,Bekzod Islomov,+998952581362,referral,AI Asoslari,Yunusobod,Sanjar Xolmatov,2026-03-05,lost
L0756,Jamshid Hasanov,+998935714630,referral,Grafik Dizayn,Sergeli,Lola Rustamova,2026-03-03,trial
L0757,Ravshan Sharipov,+998946050957,instagram,Grafik Dizayn,Sergeli,Lola Rustamova,2026-03-28,contacted
L0758,Diyor Ahmadov,+998881387096,instagram,Ingliz tili,Yunusobod,Lola Rustamova,2026-03-07,enrolled
L0759,Otabek Jo'raov,+998551490891,instagram,AI Asoslari,Chilonzor,Akmal Yusufov,2026-03-31,enrolled
L0760,Ozoda Sattorova,+998987963845,walk_in,SMM,Sergeli,Sanjar Xolmatov,2026-03-04,contacted
L0761,Rustam Nishonov,+998957688362,facebook,AI Asoslari,Yunusobod,Sirojiddin Xolmatov,2026-03-17,lost
L0762,Lola Tojiboyova,+998552071696,instagram,Frontend,Yunusobod,Diyor Yusupov,2026-03-17,lost
L0763,Akmal Karimov,+998957463346,instagram,SMM,Sergeli,Diyor Yusupov,2026-03-17,lost
L0764,Malika Yusupova,+998985597116,google,Ingliz tili,Sergeli,Diyor Islomov,2026-03-12,new
L0765,Islom Ibrohimov,+998946397313,instagram,Grafik Dizayn,Yunusobod,Akmal Yusufov,2026-03-29,new
L0766,Sevara Sattorova,+998935103130,instagram,Frontend,Yunusobod,Sanjar Xolmatov,2026-03-28,new
L0767,Farrux Hoshimov,+998939339288,hh,Frontend,Chilonzor,Farrux Jo'raov,2026-03-06,enrolled
L0768,Umid Norqulov,+998882386897,telegram,Data Science,Yunusobod,Diyor Yusupov,2026-03-03,contacted
L0769,Davron Xolmatov,+998984322283,telegram,Frontend,Chilonzor,Yulduz Xudoyberdiova,2026-03-16,lost
L0770,Gulnora Sharipova,+998993761283,instagram,Data Science,Sergeli,Yulduz Xudoyberdiova,2026-03-12,lost
L0771,Shoxrux Qodirov,+998918291887,hh,AI Asoslari,Sergeli,Diyor Islomov,2026-03-03,new
L0772,Xurshid Sobirov,+998936508153,referral,Data Science,Chilonzor,Lola Rustamova,2026-03-14,enrolled
L0773,Bobur Norqulov,+998952040209,google,SMM,Sergeli,Diyor Islomov,2026-03-13,contacted
L0774,Sevara Sharipova,+998997577968,walk_in,SMM,Chilonzor,Diyor Islomov,2026-03-27,enrolled
L0775,Shoxrux Abdurahmonov,+998336164026,walk_in,AI Asoslari,Sergeli,Akmal Yusufov,2026-03-04,contacted
L0776,Yulduz Abdullaova,+998951705242,instagram,Backend,Sergeli,Diyor Islomov,2026-03-21,contacted
L0777,Ravshan Yusupov,+998553434676,instagram,Ingliz tili,Yunusobod,Akmal Yusufov,2026-03-26,trial
L0778,Sherzod Yusufov,+998886071457,hh,Grafik Dizayn,Chilonzor,Diyor Yusupov,2026-03-18,contacted
L0779,Sabina Qodirova,+998977210227,instagram,Data Science,Yunusobod,Lola Rustamova,2026-03-25,lost
L0780,Umid Saidov,+998772958845,google,Data Science,Sergeli,Diyor Islomov,2026-03-13,new
L0781,Bobur Abdullaov,+998885054862,hh,Ingliz tili,Chilonzor,Akmal Yusufov,2026-04-25,lost
L0782,Sanjar Saidov,+998915394102,hh,Backend,Sergeli,Sirojiddin Xolmatov,2026-04-13,contacted
L0783,Farrux G'aniov,+998951853930,walk_in,AI Asoslari,Sergeli,Sirojiddin Xolmatov,2026-04-19,enrolled
L0784,Diyor Abdullaov,+998992888259,hh,AI Asoslari,Chilonzor,Akmal Yusufov,2026-04-11,enrolled
L0785,Gulnora Nishonova,+998958702274,google,AI Asoslari,Chilonzor,Sirojiddin Xolmatov,2026-04-26,lost
L0786,Bobur Rustamov,+998984831036,google,SMM,Chilonzor,Farrux Jo'raov,2026-04-05,trial
L0787,Yulduz Xudoyberdiova,+998971196242,referral,Backend,Yunusobod,Sirojiddin Xolmatov,2026-04-11,contacted
L0788,Nigora Nazarova,+998904244994,google,Frontend,Sergeli,Akmal Yusufov,2026-04-23,enrolled
L0789,Ravshan Mirzaov,+998957209459,telegram,Backend,Chilonzor,Yulduz Xudoyberdiova,2026-04-18,contacted
L0790,Kamola Abdullaova,+998916070824,referral,Grafik Dizayn,Yunusobod,Diyor Islomov,2026-04-13,contacted
L0791,Zebo Sobirova,+998949603857,instagram,Data Science,Sergeli,Diyor Islomov,2026-04-21,trial
L0792,Shoxrux Islomov,+998958910988,google,Frontend,Sergeli,Diyor Yusupov,2026-04-22,enrolled
L0793,Sardor Yusupov,+998772562858,referral,Grafik Dizayn,Yunusobod,Akmal Yusufov,2026-04-30,trial
L0794,Iroda Xudoyberdiova,+998558819284,hh,Frontend,Sergeli,Sanjar Xolmatov,2026-04-24,enrolled
L0795,Farrux Ergashov,+998972783267,referral,SMM,Chilonzor,Diyor Yusupov,2026-04-28,contacted
L0796,Malika Xolmatova,+998948677056,google,Backend,Sergeli,Diyor Islomov,2026-04-20,new
L0797,Xurshid Islomov,+998556452639,walk_in,Ingliz tili,Yunusobod,Diyor Yusupov,2026-04-03,contacted
L0798,Ravshan Sharipov,+998981931485,hh,Data Science,Sergeli,Lola Rustamova,2026-04-19,trial
L0799,Sherzod Hoshimov,+998902772591,walk_in,Ingliz tili,Yunusobod,Diyor Yusupov,2026-04-01,lost
L0800,Ravshan Islomov,+998997023259,instagram,AI Asoslari,Chilonzor,Farrux Jo'raov,2026-04-17,trial
L0801,Nigora Yusupova,+998558955929,walk_in,Ingliz tili,Yunusobod,Sirojiddin Xolmatov,2026-04-12,enrolled
L0802,Sardor Norqulov,+998943943782,facebook,Grafik Dizayn,Sergeli,Diyor Islomov,2026-04-01,trial
L0803,Nigora Karimova,+998773154850,hh,Backend,Sergeli,Yulduz Xudoyberdiova,2026-04-08,lost
L0804,Iroda Abdurahmonova,+998332440694,instagram,SMM,Sergeli,Sirojiddin Xolmatov,2026-04-12,enrolled
L0805,Otabek Yusufov,+998958176709,instagram,Data Science,Yunusobod,Lola Rustamova,2026-04-24,lost
L0806,Bekzod Nazarov,+998558170380,referral,Backend,Yunusobod,Akmal Yusufov,2026-04-06,contacted
L0807,Iroda Yusufova,+998956787716,telegram,SMM,Yunusobod,Yulduz Xudoyberdiova,2026-04-20,new
L0808,Rustam Sobirov,+998971271221,walk_in,Frontend,Sergeli,Sirojiddin Xolmatov,2026-04-27,trial
L0809,Jamshid Sattorov,+998914622563,referral,Data Science,Chilonzor,Diyor Yusupov,2026-04-06,contacted
L0810,Shuhrat Karimov,+998977005913,instagram,Data Science,Sergeli,Yulduz Xudoyberdiova,2026-04-06,lost
L0811,Elyor Nishonov,+998984143424,google,Data Science,Yunusobod,Sirojiddin Xolmatov,2026-04-15,lost
L0812,Sevara Rashidova,+998774888325,referral,Data Science,Yunusobod,Farrux Jo'raov,2026-04-09,trial
L0813,Rayhona Abdurahmonova,+998902189286,facebook,Frontend,Yunusobod,Farrux Jo'raov,2026-04-28,enrolled
L0814,Sardor Islomov,+998947544718,telegram,AI Asoslari,Sergeli,Farrux Jo'raov,2026-04-09,lost
L0815,Jasur Yusupov,+998992418818,google,Grafik Dizayn,Yunusobod,Yulduz Xudoyberdiova,2026-04-17,new
L0816,Sitora Sattorova,+998911152983,referral,Backend,Yunusobod,Farrux Jo'raov,2026-04-15,contacted
L0817,Nigora Tojiboyova,+998972657869,instagram,Ingliz tili,Chilonzor,Lola Rustamova,2026-04-22,lost
L0818,Ozoda Abdurahmonova,+998941394260,referral,SMM,Chilonzor,Lola Rustamova,2026-04-24,lost
L0819,Nilufar Rashidova,+998889614971,telegram,Data Science,Yunusobod,Diyor Yusupov,2026-04-09,new
L0820,Umida Ergashova,+998905739690,walk_in,Frontend,Yunusobod,Diyor Yusupov,2026-04-11,contacted
L0821,Anvar Xolmatov,+998773347296,instagram,Frontend,Chilonzor,Sirojiddin Xolmatov,2026-04-24,new
L0822,Shirin Tursunova,+998956843594,google,Data Science,Chilonzor,Lola Rustamova,2026-04-23,lost
L0823,Feruza Yoqubova,+998335638278,referral,SMM,Chilonzor,Yulduz Xudoyberdiova,2026-04-29,contacted
L0824,Sabina Ibrohimova,+998938295981,hh,SMM,Sergeli,Yulduz Xudoyberdiova,2026-04-29,trial
L0825,Zebo Tojiboyova,+998972854820,facebook,Grafik Dizayn,Yunusobod,Sirojiddin Xolmatov,2026-04-05,enrolled
L0826,Feruza Nazarova,+998947294695,walk_in,AI Asoslari,Yunusobod,Sirojiddin Xolmatov,2026-04-03,new
L0827,Kamola Jo'raova,+998889360462,walk_in,Grafik Dizayn,Yunusobod,Sanjar Xolmatov,2026-04-21,contacted
L0828,Malika Mirzaova,+998979964402,telegram,Frontend,Chilonzor,Sirojiddin Xolmatov,2026-04-22,new
L0829,Barno Tojiboyova,+998777425497,instagram,SMM,Chilonzor,Sanjar Xolmatov,2026-04-13,lost
L0830,Shoxrux Jo'raov,+998974065145,instagram,AI Asoslari,Yunusobod,Diyor Islomov,2026-04-20,enrolled
L0831,Sirojiddin Sharipov,+998945846360,hh,Grafik Dizayn,Sergeli,Lola Rustamova,2026-04-09,enrolled
L0832,Yulduz Rustamova,+998987665215,facebook,Frontend,Yunusobod,Akmal Yusufov,2026-04-04,enrolled
L0833,Abdulloh Rustamov,+998888031739,referral,Data Science,Chilonzor,Akmal Yusufov,2026-04-11,contacted
L0834,Lola Qodirova,+998955021283,referral,AI Asoslari,Yunusobod,Diyor Islomov,2026-04-25,contacted
L0835,Rustam Ibrohimov,+998949247476,referral,Backend,Sergeli,Farrux Jo'raov,2026-04-11,lost
L0836,Farrux Hasanov,+998905219508,instagram,Backend,Chilonzor,Akmal Yusufov,2026-04-09,enrolled
L0837,Zarina Toshpulatova,+998909090508,walk_in,Ingliz tili,Chilonzor,Sanjar Xolmatov,2026-04-14,enrolled
L0838,Abdulloh Rashidov,+998986129207,instagram,SMM,Yunusobod,Farrux Jo'raov,2026-04-16,enrolled
L0839,Nigora Sharipova,+998338634479,referral,Frontend,Yunusobod,Sirojiddin Xolmatov,2026-04-30,enrolled
L0840,Sardor Umarov,+998335301400,referral,SMM,Chilonzor,Lola Rustamova,2026-04-19,trial
L0841,Iroda Karimova,+998771532454,telegram,Frontend,Yunusobod,Akmal Yusufov,2026-04-15,contacted
L0842,Islom Saidov,+998557212769,telegram,SMM,Sergeli,Sirojiddin Xolmatov,2026-04-06,contacted
L0843,Islom Qodirov,+998331409881,telegram,SMM,Sergeli,Diyor Yusupov,2026-04-21,new
L0844,Botir Ergashov,+998945154363,telegram,Ingliz tili,Chilonzor,Sanjar Xolmatov,2026-04-16,lost
L0845,Ozoda Abdullaova,+998975787535,instagram,Backend,Chilonzor,Sanjar Xolmatov,2026-04-08,trial
L0846,Mehriniso Umarova,+998946690874,hh,Backend,Sergeli,Akmal Yusufov,2026-04-01,lost
L0847,Nodir Hasanov,+998949040381,facebook,Frontend,Chilonzor,Yulduz Xudoyberdiova,2026-04-01,contacted
L0848,Bekzod Norqulov,+998779433798,referral,Frontend,Chilonzor,Akmal Yusufov,2026-04-04,trial
L0849,Dilnoza Sharipova,+998991680935,telegram,Frontend,Chilonzor,Akmal Yusufov,2026-04-13,enrolled
L0850,Malika Boltaova,+998908348566,instagram,Data Science,Sergeli,Lola Rustamova,2026-04-30,lost
L0851,Ulug'bek Xudoyberdiov,+998884396525,instagram,Grafik Dizayn,Sergeli,Sanjar Xolmatov,2026-04-18,enrolled
L0852,Shoxrux Jo'raov,+998779301812,walk_in,SMM,Chilonzor,Diyor Yusupov,2026-04-19,trial
L0853,Gulchehra Boltaova,+998984640029,referral,Frontend,Sergeli,Yulduz Xudoyberdiova,2026-04-29,contacted
L0854,Akmal Mirzaov,+998771149986,walk_in,Ingliz tili,Chilonzor,Yulduz Xudoyberdiova,2026-04-30,trial
L0855,Ulug'bek G'aniov,+998907680096,hh,Data Science,Yunusobod,Diyor Islomov,2026-04-12,lost
L0856,Bekzod Ibrohimov,+998332641091,walk_in,SMM,Yunusobod,Diyor Islomov,2026-04-13,lost
L0857,Mehriniso Nazarova,+998884756023,instagram,Backend,Sergeli,Diyor Yusupov,2026-04-10,new
L0858,Ravshan Abdurahmonov,+998986130862,facebook,Grafik Dizayn,Yunusobod,Diyor Yusupov,2026-04-28,new
L0859,Sanjar Abdurahmonov,+998559543088,referral,AI Asoslari,Yunusobod,Yulduz Xudoyberdiova,2026-04-11,new
L0860,Davron Jo'raov,+998337617555,instagram,Grafik Dizayn,Yunusobod,Yulduz Xudoyberdiova,2026-04-01,lost
L0861,Shuhrat Boltaov,+998338378041,instagram,Data Science,Yunusobod,Akmal Yusufov,2026-04-11,contacted
L0862,Sirojiddin Ergashov,+998559945299,instagram,SMM,Yunusobod,Diyor Yusupov,2026-04-02,contacted
L0863,Alisher Ahmadov,+998339416817,instagram,Grafik Dizayn,Yunusobod,Lola Rustamova,2026-04-24,lost
L0864,Nodir Ahmadov,+998985786903,instagram,Ingliz tili,Sergeli,Akmal Yusufov,2026-04-24,contacted
L0865,Sardor Ibrohimov,+998943388298,google,Backend,Sergeli,Diyor Yusupov,2026-04-19,trial
L0866,Mehriniso Saidova,+998975726031,instagram,SMM,Sergeli,Lola Rustamova,2026-04-30,lost
L0867,Xurshid Islomov,+998954317608,instagram,Frontend,Yunusobod,Diyor Yusupov,2026-04-23,enrolled
L0868,Farrux Abdullaov,+998993789180,walk_in,Data Science,Chilonzor,Yulduz Xudoyberdiova,2026-04-13,contacted
L0869,Nilufar Ibrohimova,+998885972912,referral,Frontend,Yunusobod,Lola Rustamova,2026-04-08,contacted
L0870,Lola Saidova,+998954051388,telegram,Grafik Dizayn,Yunusobod,Lola Rustamova,2026-04-16,contacted
L0871,Islom Sattorov,+998551407566,referral,Backend,Sergeli,Lola Rustamova,2026-05-23,contacted
L0872,Otabek Saidov,+998773309682,telegram,Frontend,Sergeli,Lola Rustamova,2026-05-24,trial
L0873,Shoxrux Sattorov,+998886400264,instagram,SMM,Yunusobod,Lola Rustamova,2026-05-30,new
L0874,Madina Rashidova,+998555774789,hh,Data Science,Chilonzor,Farrux Jo'raov,2026-05-14,contacted
L0875,Jamshid Ibrohimov,+998555120579,walk_in,Grafik Dizayn,Sergeli,Sirojiddin Xolmatov,2026-05-08,trial
L0876,Jamshid Hasanov,+998991045892,walk_in,Data Science,Yunusobod,Lola Rustamova,2026-05-25,trial
L0877,Akmal Hasanov,+998884820380,facebook,Grafik Dizayn,Chilonzor,Diyor Yusupov,2026-05-25,lost
L0878,Jamshid Tojiboyov,+998957617947,instagram,Ingliz tili,Sergeli,Diyor Islomov,2026-05-01,contacted
L0879,Aziza Nishonova,+998914397224,google,Ingliz tili,Sergeli,Farrux Jo'raov,2026-05-15,new
L0880,Zarina Umarova,+998883771418,telegram,Grafik Dizayn,Yunusobod,Sirojiddin Xolmatov,2026-05-02,new
L0881,Gulchehra Boltaova,+998907869918,telegram,Data Science,Yunusobod,Akmal Yusufov,2026-05-14,contacted
L0882,Umida Tursunova,+998339255367,referral,SMM,Sergeli,Sirojiddin Xolmatov,2026-05-07,contacted
L0883,Aziza Rustamova,+998554711868,referral,Backend,Sergeli,Yulduz Xudoyberdiova,2026-05-12,trial
L0884,Shoxrux Toshpulatov,+998949707091,walk_in,Backend,Sergeli,Diyor Islomov,2026-05-08,lost
L0885,Sirojiddin Umarov,+998988029299,telegram,Data Science,Sergeli,Akmal Yusufov,2026-05-22,contacted
L0886,Sabina Boltaova,+998336444274,referral,Backend,Yunusobod,Diyor Islomov,2026-05-01,new
L0887,Nigora Norqulova,+998335101271,referral,Grafik Dizayn,Yunusobod,Akmal Yusufov,2026-05-01,enrolled
L0888,Rayhona Jo'raova,+998939293614,instagram,SMM,Yunusobod,Lola Rustamova,2026-05-10,contacted
L0889,Bobur Umarov,+998951811064,hh,Data Science,Yunusobod,Farrux Jo'raov,2026-05-18,lost
L0890,Diyor Yoqubov,+998333799544,facebook,Data Science,Yunusobod,Diyor Islomov,2026-05-11,contacted
L0891,Sanjar Toshpulatov,+998903489976,referral,Ingliz tili,Chilonzor,Farrux Jo'raov,2026-05-23,trial
L0892,Jamshid Umarov,+998772670155,referral,Grafik Dizayn,Chilonzor,Diyor Islomov,2026-05-07,enrolled
L0893,Shahnoza Xolmatova,+998338574296,walk_in,SMM,Yunusobod,Lola Rustamova,2026-05-25,contacted
L0894,Yulduz Rashidova,+998337742967,instagram,AI Asoslari,Sergeli,Sirojiddin Xolmatov,2026-05-02,new
L0895,Aziza Yusupova,+998881389985,instagram,SMM,Chilonzor,Farrux Jo'raov,2026-05-27,enrolled
L0896,Xurshid Yusupov,+998551344941,google,Ingliz tili,Chilonzor,Diyor Islomov,2026-05-17,new
L0897,Sirojiddin Boltaov,+998911538210,telegram,SMM,Chilonzor,Diyor Islomov,2026-05-15,contacted
L0898,Xurshid Rashidov,+998985127810,instagram,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-05-07,enrolled
L0899,Bobur Saidov,+998931666384,google,Ingliz tili,Chilonzor,Diyor Islomov,2026-05-29,enrolled
L0900,Umida Qodirova,+998995503777,instagram,Ingliz tili,Yunusobod,Diyor Yusupov,2026-05-12,enrolled
L0901,Gulnora Islomova,+998889862825,instagram,Grafik Dizayn,Yunusobod,Farrux Jo'raov,2026-05-30,trial
L0902,Rayhona Nishonova,+998775863410,google,Frontend,Chilonzor,Farrux Jo'raov,2026-05-28,lost
L0903,Aziza Tojiboyova,+998886183272,walk_in,Frontend,Chilonzor,Diyor Islomov,2026-05-18,contacted
L0904,Abdulloh Ergashov,+998338148639,referral,Data Science,Sergeli,Yulduz Xudoyberdiova,2026-05-06,trial
L0905,Sardor Abdullaov,+998912932497,instagram,Frontend,Chilonzor,Yulduz Xudoyberdiova,2026-05-25,enrolled
L0906,Nigora Rashidova,+998332889102,referral,AI Asoslari,Chilonzor,Diyor Islomov,2026-05-20,contacted
L0907,Shirin Abdullaova,+998979138934,referral,Grafik Dizayn,Yunusobod,Diyor Islomov,2026-05-23,trial
L0908,Aziza Tojiboyova,+998334386655,instagram,Data Science,Yunusobod,Yulduz Xudoyberdiova,2026-05-28,new
L0909,Shahnoza Sattorova,+998947219963,hh,AI Asoslari,Chilonzor,Sirojiddin Xolmatov,2026-05-10,new
L0910,Aziza Tojiboyova,+998914555965,referral,Frontend,Chilonzor,Sirojiddin Xolmatov,2026-05-26,trial
L0911,Madina G'aniova,+998339095770,walk_in,AI Asoslari,Sergeli,Farrux Jo'raov,2026-05-16,new
L0912,Zebo Nazarova,+998775076339,google,Ingliz tili,Yunusobod,Lola Rustamova,2026-05-28,trial
L0913,Xurshid Sharipov,+998776995181,walk_in,Backend,Yunusobod,Lola Rustamova,2026-05-24,lost
L0914,Ravshan Ibrohimov,+998902074263,instagram,Data Science,Yunusobod,Farrux Jo'raov,2026-05-30,new
L0915,Shuhrat Xudoyberdiov,+998909079575,instagram,Data Science,Chilonzor,Lola Rustamova,2026-05-07,lost
L0916,Jamshid Ergashov,+998554639654,referral,SMM,Chilonzor,Akmal Yusufov,2026-05-25,enrolled
L0917,Dilnoza Islomova,+998931020327,instagram,AI Asoslari,Sergeli,Sirojiddin Xolmatov,2026-05-18,enrolled
L0918,Iroda Ahmadova,+998936216522,google,Backend,Chilonzor,Farrux Jo'raov,2026-05-23,contacted
L0919,Diyor Qodirov,+998777565760,google,Ingliz tili,Yunusobod,Yulduz Xudoyberdiova,2026-05-14,trial
L0920,Jamshid Sobirov,+998945106794,facebook,Frontend,Sergeli,Farrux Jo'raov,2026-05-19,contacted
L0921,Islom Tojiboyov,+998982533033,telegram,Grafik Dizayn,Sergeli,Akmal Yusufov,2026-05-02,new
L0922,Sevara Umarova,+998333105147,referral,Ingliz tili,Yunusobod,Sanjar Xolmatov,2026-05-15,lost
L0923,Umid Yusufov,+998557327499,google,Frontend,Yunusobod,Yulduz Xudoyberdiova,2026-05-28,enrolled
L0924,Sitora Saidova,+998771881107,instagram,Grafik Dizayn,Chilonzor,Diyor Yusupov,2026-05-18,contacted
L0925,Zebo Rustamova,+998902147473,telegram,SMM,Chilonzor,Diyor Islomov,2026-05-20,lost
L0926,Jamshid Norqulov,+998934333303,google,AI Asoslari,Chilonzor,Farrux Jo'raov,2026-05-31,trial
L0927,Rustam Norqulov,+998999901606,instagram,Grafik Dizayn,Yunusobod,Diyor Islomov,2026-05-24,contacted
L0928,Dilnoza Xudoyberdiova,+998559021209,instagram,Ingliz tili,Yunusobod,Farrux Jo'raov,2026-05-03,trial
L0929,Sirojiddin Rashidov,+998913380918,google,AI Asoslari,Chilonzor,Yulduz Xudoyberdiova,2026-05-08,contacted
L0930,Gulchehra Islomova,+998973025618,instagram,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-05-27,new
L0931,Sevara Boltaova,+998971235144,instagram,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-05-15,enrolled
L0932,Shahnoza Ahmadova,+998949166115,hh,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-05-19,enrolled
L0933,Gulbahor Yoqubova,+998934574254,hh,Data Science,Yunusobod,Akmal Yusufov,2026-05-23,trial
L0934,Feruza Sharipova,+998881366915,telegram,Data Science,Sergeli,Sanjar Xolmatov,2026-05-18,enrolled
L0935,Ozoda Ahmadova,+998889125453,walk_in,Backend,Sergeli,Lola Rustamova,2026-05-07,trial
L0936,Jamshid Rashidov,+998904934279,telegram,SMM,Chilonzor,Diyor Islomov,2026-05-09,trial
L0937,Sanjar Yoqubov,+998556443420,referral,Ingliz tili,Chilonzor,Akmal Yusufov,2026-05-10,contacted
L0938,Zarina Jo'raova,+998982981004,referral,AI Asoslari,Yunusobod,Akmal Yusufov,2026-05-07,lost
L0939,Madina Hasanova,+998992932662,instagram,Backend,Yunusobod,Sanjar Xolmatov,2026-05-07,lost
