call_id,lead_id,operator,date,direction,duration_sec,outcome,score,stage
C02273,L0948,Diyora Rustamova,2026-05-26,out,51,interested,61,close
C02274,L0351,Jamshid Umarov,2026-01-22,in,640,no_answer,23,close
C02275,L0818,Lola Qodirova,2026-05-11,in,671,callback,59,opening
C02276,L0507,Lola Qodirova,2026-01-23,in,428,no_answer,7,pitch
C02277,L0382,Sardor Yusufov,2026-02-11,out,360,no_answer,4,needs
C02278,L0022,Diyora Rustamova,2025-09-24,out,672,callback,69,opening
C02279,L1014,Jamshid Umarov,2026-07-02,out,391,refused,9,opening
C02280,L0118,Sardor Yusufov,2025-09-25,in,432,enrolled,89,opening
C02281,L0557,Diyora Rustamova,2026-02-25,in,95,enrolled,80,opening
C02282,L0484,Lola Qodirova,2026-02-17,out,721,refused,25,opening
C02283,L0248,Lola Qodirova,2026-01-24,out,286,callback,69,close
C02284,L0783,Lola Qodirova,2026-05-10,out,208,callback,59,pitch
C02285,L0342,Dilnoza Karimova,2026-02-06,out,803,refused,46,close
C02286,L1016,Jamshid Umarov,2026-07-09,out,54,refused,29,opening
C02287,L0889,Farrux Ahmadov,2026-06-02,out,418,interested,72,opening
C02288,L1066,Diyora Rustamova,2026-08-01,out,388,interested,77,needs
C02289,L0862,Sherzod Nishonov,2026-05-11,in,432,interested,75,opening
C02290,L0845,Lola Qodirova,2026-06-04,out,878,no_answer,32,opening
C02291,L0027,Botir Nazarov,2025-09-24,in,150,callback,75,opening
C02292,L0317,Diyora Rustamova,2026-01-02,out,580,enrolled,81,close
C02293,L0491,Botir Nazarov,2026-02-18,out,700,enrolled,100,close
C02294,L0519,Diyora Rustamova,2026-03-20,out,556,enrolled,84,pitch
C02295,L0361,Farrux Ahmadov,2026-01-20,out,886,interested,80,pitch
C02296,L0808,Dilnoza Karimova,2026-06-04,out,511,interested,87,opening
C02297,L0019,Lola Qodirova,2025-11-05,out,76,callback,56,pitch
C02298,L0398,Sherzod Nishonov,2026-01-23,out,762,enrolled,100,needs
C02299,L0167,Dilnoza Karimova,2025-12-15,out,483,enrolled,81,needs
C02300,L0440,Sardor Yusufov,2026-02-22,in,452,interested,68,needs
C02301,L0940,Farrux Ahmadov,2026-06-25,out,360,interested,67,close
C02302,L0421,Lola Qodirova,2026-01-24,in,838,no_answer,22,opening
C02303,L1077,Sardor Yusufov,2026-08-23,in,214,callback,56,needs
C02304,L0626,Sherzod Nishonov,2026-03-13,in,819,interested,71,pitch
C02305,L0084,Sardor Yusufov,2025-10-27,out,747,interested,82,pitch
C02306,L0831,Sherzod Nishonov,2026-05-27,out,537,callback,47,opening
C02307,L1016,Botir Nazarov,2026-07-01,in,121,interested,77,needs
C02308,L0100,Sardor Yusufov,2025-10-18,out,525,refused,16,close
C02309,L0548,Dilnoza Karimova,2026-03-06,in,29,no_answer,8,needs
C02310,L0964,Lola Qodirova,2026-07-23,in,564,callback,58,pitch
C02311,L0995,Botir Nazarov,2026-07-07,in,263,interested,78,needs
C02312,L0223,Sardor Yusufov,2025-12-22,in,643,interested,73,opening
C02313,L0769,Farrux Ahmadov,2026-04-19,in,378,callback,63,pitch
C02314,L1196,Lola Qodirova,2026-08-15,in,104,refused,49,needs
C02315,L0081,Jamshid Umarov,2025-10-16,in,670,interested,75,needs
C02316,L0782,Lola Qodirova,2026-06-01,out,78,enrolled,94,opening
C02317,L0028,Lola Qodirova,2025-09-24,out,643,enrolled,95,needs
C02318,L0459,Diyora Rustamova,2026-01-27,in,315,no_answer,22,opening
C02319,L0438,Lola Qodirova,2026-02-09,out,721,interested,72,pitch
C02320,L0951,Lola Qodirova,2026-06-07,out,208,callback,58,needs
C02321,L0711,Dilnoza Karimova,2026-03-30,in,234,callback,63,needs
C02322,L0511,Farrux Ahmadov,2026-03-22,out,270,interested,59,needs
C02323,L0942,Lola Qodirova,2026-05-20,out,685,interested,68,pitch
C02324,L1068,Diyora Rustamova,2026-07-25,out,631,enrolled,93,opening
C02325,L0341,Diyora Rustamova,2026-02-10,in,372,callback,50,needs
C02326,L0483,Botir Nazarov,2026-03-09,in,535,callback,46,pitch
C02327,L0476,Jamshid Umarov,2026-01-16,out,639,refused,17,close
C02328,L0092,Sardor Yusufov,2025-10-14,out,690,enrolled,90,needs
C02329,L0249,Botir Nazarov,2025-12-10,out,187,no_answer,19,close
C02330,L1192,Sardor Yusufov,2026-08-21,out,866,interested,69,opening
C02331,L0544,Lola Qodirova,2026-01-21,out,150,callback,56,pitch
C02332,L0223,Botir Nazarov,2025-11-15,out,285,callback,59,pitch
C02333,L1081,Sardor Yusufov,2026-08-14,in,98,interested,68,opening
C02334,L1067,Sherzod Nishonov,2026-08-28,out,537,interested,82,pitch
C02335,L1046,Sherzod Nishonov,2026-07-16,in,611,no_answer,29,pitch
C02336,L1192,Sardor Yusufov,2026-08-19,in,563,callback,79,opening
C02337,L0971,Lola Qodirova,2026-07-07,out,52,callback,43,needs
C02338,L1084,Jamshid Umarov,2026-08-17,out,868,callback,57,close
C02339,L0810,Botir Nazarov,2026-04-08,out,571,callback,56,pitch
C02340,L0425,Lola Qodirova,2025-12-29,out,420,no_answer,26,opening
C02341,L0128,Farrux Ahmadov,2025-09-30,in,315,refused,42,opening
C02342,L0140,Botir Nazarov,2025-11-23,out,359,no_answer,19,needs
C02343,L0683,Lola Qodirova,2026-04-16,out,142,interested,56,opening
C02344,L0980,Lola Qodirova,2026-07-12,out,387,refused,20,needs
C02345,L0284,Sherzod Nishonov,2025-12-09,out,556,callback,69,pitch
C02346,L0137,Sherzod Nishonov,2025-11-23,in,306,interested,66,opening
C02347,L0735,Botir Nazarov,2026-04-28,out,212,no_answer,4,pitch
C02348,L0271,Lola Qodirova,2025-12-06,out,871,refused,25,pitch
C02349,L0668,Sherzod Nishonov,2026-04-16,in,517,interested,78,needs
C02350,L0532,Jamshid Umarov,2026-02-05,in,825,enrolled,94,opening
C02351,L0364,Farrux Ahmadov,2026-01-23,out,184,no_answer,11,opening
C02352,L0399,Sherzod Nishonov,2026-02-05,out,871,interested,87,pitch
C02353,L0276,Sardor Yusufov,2026-01-21,out,475,interested,94,close
C02354,L0420,Sardor Yusufov,2025-12-18,out,146,callback,76,needs
C02355,L0530,Lola Qodirova,2026-01-08,out,374,callback,59,pitch
C02356,L0252,Diyora Rustamova,2025-11-29,out,366,no_answer,21,close
C02357,L0430,Dilnoza Karimova,2026-01-30,out,190,interested,65,close
C02358,L0083,Sardor Yusufov,2025-10-08,out,560,interested,61,opening
C02359,L0144,Sherzod Nishonov,2025-10-04,out,261,interested,68,opening
C02360,L1102,Diyora Rustamova,2026-07-22,out,581,refused,35,opening
C02361,L0898,Lola Qodirova,2026-05-09,out,609,interested,94,opening
C02362,L0508,Farrux Ahmadov,2026-03-20,out,578,refused,30,opening
C02363,L0268,Botir Nazarov,2025-12-21,out,67,enrolled,86,pitch
C02364,L0081,Sardor Yusufov,2025-11-08,in,544,refused,31,needs
C02365,L0172,Farrux Ahmadov,2025-11-19,in,867,no_answer,16,pitch
C02366,L1103,Sherzod Nishonov,2026-08-16,in,437,callback,66,pitch
C02367,L0395,Lola Qodirova,2026-01-07,in,241,callback,56,pitch
C02368,L0428,Dilnoza Karimova,2026-02-18,out,264,interested,72,needs
C02369,L0141,Diyora Rustamova,2025-11-04,out,194,refused,37,opening
C02370,L0987,Farrux Ahmadov,2026-06-04,out,54,interested,73,opening
C02371,L0343,Farrux Ahmadov,2026-02-08,out,728,interested,82,opening
C02372,L0024,Sherzod Nishonov,2025-10-07,in,218,interested,78,close
C02373,L0959,Sardor Yusufov,2026-08-07,out,374,no_answer,32,pitch
C02374,L0290,Botir Nazarov,2025-12-12,in,215,refused,24,needs
C02375,L0796,Sardor Yusufov,2026-05-15,in,518,interested,65,close
C02376,L0156,Dilnoza Karimova,2025-11-01,in,113,interested,73,pitch
C02377,L0342,Diyora Rustamova,2026-02-11,out,786,callback,55,pitch
C02378,L0867,Farrux Ahmadov,2026-05-20,out,368,enrolled,89,needs
C02379,L0130,Farrux Ahmadov,2025-09-28,out,375,interested,78,opening
C02380,L0782,Sherzod Nishonov,2026-06-02,in,622,enrolled,100,opening
C02381,L0123,Sherzod Nishonov,2025-09-20,out,45,refused,31,close
C02382,L0282,Sardor Yusufov,2025-12-15,out,280,no_answer,18,needs
C02383,L1046,Diyora Rustamova,2026-08-21,out,88,interested,82,close
C02384,L0079,Diyora Rustamova,2025-10-22,in,682,no_answer,17,needs
C02385,L0285,Lola Qodirova,2025-12-08,out,372,no_answer,0,opening
C02386,L0049,Botir Nazarov,2025-10-22,in,645,enrolled,91,opening
C02387,L0864,Jamshid Umarov,2026-05-28,in,615,no_answer,31,pitch
C02388,L0510,Diyora Rustamova,2026-03-23,out,281,refused,37,opening
C02389,L0781,Sardor Yusufov,2026-06-01,out,34,callback,67,pitch
C02390,L0306,Jamshid Umarov,2025-12-29,out,213,interested,88,opening
C02391,L0765,Lola Qodirova,2026-04-09,out,489,no_answer,29,needs
C02392,L0883,Lola Qodirova,2026-07-06,in,175,callback,70,needs
C02393,L1026,Farrux Ahmadov,2026-06-26,out,396,interested,61,pitch
C02394,L0563,Sherzod Nishonov,2026-03-18,out,370,callback,68,needs
C02395,L0667,Sherzod Nishonov,2026-05-06,out,467,interested,86,opening
C02396,L0856,Sherzod Nishonov,2026-06-02,in,194,refused,41,close
C02397,L0368,Jamshid Umarov,2026-01-27,in,418,interested,71,opening
C02398,L0776,Sherzod Nishonov,2026-03-23,in,821,interested,67,needs
C02399,L0371,Lola Qodirova,2026-02-10,in,119,enrolled,96,pitch
C02400,L0893,Dilnoza Karimova,2026-06-08,in,266,interested,79,needs
C02401,L0341,Farrux Ahmadov,2026-01-07,out,850,no_answer,6,close
C02402,L1200,Botir Nazarov,2026-08-10,out,572,enrolled,83,pitch
C02403,L0078,Dilnoza Karimova,2025-11-06,out,272,interested,70,opening
C02404,L0192,Sardor Yusufov,2025-12-12,out,389,refused,52,opening
C02405,L0704,Diyora Rustamova,2026-04-30,out,327,no_answer,24,close
C02406,L0952,Diyora Rustamova,2026-05-24,out,865,enrolled,88,close
C02407,L0058,Sherzod Nishonov,2025-10-21,out,387,no_answer,14,opening
C02408,L0192,Sardor Yusufov,2025-12-06,out,304,refused,50,needs
C02409,L1168,Farrux Ahmadov,2026-08-28,in,811,no_answer,17,needs
C02410,L0770,Jamshid Umarov,2026-03-20,in,823,refused,17,opening
C02411,L0184,Dilnoza Karimova,2025-12-07,in,220,no_answer,11,pitch
C02412,L0455,Farrux Ahmadov,2026-03-05,out,689,no_answer,14,opening
C02413,L0153,Botir Nazarov,2025-11-01,out,236,enrolled,85,opening
C02414,L0803,Farrux Ahmadov,2026-04-25,in,212,callback,55,pitch
C02415,L0341,Diyora Rustamova,2026-01-24,out,505,interested,91,close
C02416,L0306,Diyora Rustamova,2026-01-03,in,91,refused,21,pitch
C02417,L0165,Dilnoza Karimova,2025-11-29,in,276,callback,53,opening
C02418,L1006,Sherzod Nishonov,2026-07-04,out,601,refused,30,needs
C02419,L0951,Lola Qodirova,2026-06-25,out,799,no_answer,37,opening
C02420,L1073,Sherzod Nishonov,2026-08-10,out,578,callback,65,pitch
C02421,L0222,Botir Nazarov,2025-11-18,in,616,no_answer,23,pitch
C02422,L0479,Farrux Ahmadov,2026-03-01,in,117,interested,66,close
C02423,L0861,Diyora Rustamova,2026-04-27,out,216,callback,65,opening
C02424,L0864,Botir Nazarov,2026-06-12,out,318,no_answer,18,close
C02425,L1115,Jamshid Umarov,2026-07-06,out,114,callback,66,opening
C02426,L0988,Dilnoza Karimova,2026-08-01,in,153,no_answer,16,pitch
C02427,L0553,Diyora Rustamova,2026-04-23,out,89,interested,66,needs
C02428,L0541,Dilnoza Karimova,2026-03-17,out,451,interested,88,close
C02429,L0779,Lola Qodirova,2026-04-10,in,491,enrolled,96,pitch
C02430,L1107,Sardor Yusufov,2026-08-26,in,648,interested,69,needs
C02431,L1013,Lola Qodirova,2026-07-27,in,433,no_answer,7,opening
C02432,L0551,Botir Nazarov,2026-04-18,in,51,refused,11,pitch
C02433,L0504,Farrux Ahmadov,2026-03-03,out,438,refused,17,needs
C02434,L0454,Sherzod Nishonov,2026-02-27,out,378,refused,22,opening
C02435,L0851,Dilnoza Karimova,2026-05-08,in,475,no_answer,22,pitch
C02436,L1168,Dilnoza Karimova,2026-08-28,in,94,refused,20,close
C02437,L1004,Sherzod Nishonov,2026-06-26,out,21,refused,29,needs
C02438,L0477,Sherzod Nishonov,2026-01-29,out,272,enrolled,68,needs
C02439,L0736,Farrux Ahmadov,2026-05-10,out,754,enrolled,80,needs
C02440,L0322,Botir Nazarov,2025-12-14,out,608,callback,70,needs
C02441,L0172,Sardor Yusufov,2025-10-29,in,320,refused,32,close
C02442,L1121,Farrux Ahmadov,2026-08-31,in,240,no_answer,20,close
C02443,L1173,Sardor Yusufov,2026-08-30,out,37,enrolled,73,opening
C02444,L0789,Diyora Rustamova,2026-05-25,out,580,enrolled,93,pitch
C02445,L0753,Diyora Rustamova,2026-03-31,in,251,no_answer,22,needs
C02446,L0450,Sardor Yusufov,2026-02-23,in,473,callback,58,pitch
C02447,L0850,Dilnoza Karimova,2026-05-30,in,471,enrolled,86,close
C02448,L0035,Sardor Yusufov,2025-10-07,out,638,callback,70,opening
C02449,L0957,Dilnoza Karimova,2026-06-20,out,32,refused,43,pitch
C02450,L0368,Diyora Rustamova,2026-02-20,in,496,enrolled,100,needs
C02451,L0945,Sardor Yusufov,2026-07-15,out,376,callback,57,opening
C02452,L0081,Sardor Yusufov,2025-11-05,out,107,no_answer,0,needs
C02453,L0236,Sardor Yusufov,2025-12-06,out,732,callback,36,opening
C02454,L0131,Farrux Ahmadov,2025-09-18,in,97,enrolled,79,needs
C02455,L0846,Jamshid Umarov,2026-05-25,in,174,enrolled,94,close
C02456,L0454,Botir Nazarov,2026-03-11,out,404,no_answer,19,needs
C02457,L0302,Dilnoza Karimova,2025-12-22,out,20,callback,53,close
C02458,L0661,Sherzod Nishonov,2026-03-21,out,460,no_answer,4,pitch
C02459,L1026,Dilnoza Karimova,2026-06-19,in,513,no_answer,19,pitch
C02460,L0388,Dilnoza Karimova,2025-12-29,in,804,callback,43,opening
C02461,L0492,Botir Nazarov,2026-01-22,out,719,enrolled,100,opening
C02462,L0838,Sherzod Nishonov,2026-05-30,out,347,interested,70,opening
C02463,L0195,Sherzod Nishonov,2025-12-02,out,153,enrolled,100,pitch
C02464,L0533,Lola Qodirova,2026-02-26,out,232,refused,31,opening
C02465,L0896,Farrux Ahmadov,2026-07-11,in,800,interested,72,opening
C02466,L1200,Sherzod Nishonov,2026-08-09,in,878,interested,76,pitch
C02467,L0289,Jamshid Umarov,2025-11-08,out,887,no_answer,17,opening
C02468,L0627,Diyora Rustamova,2026-02-28,out,295,no_answer,19,close
C02469,L0812,Lola Qodirova,2026-04-21,in,646,no_answer,12,needs
C02470,L0855,Farrux Ahmadov,2026-05-14,in,731,interested,75,needs
C02471,L0231,Jamshid Umarov,2025-11-15,out,857,enrolled,95,needs
C02472,L0134,Lola Qodirova,2025-11-27,in,205,callback,46,needs
C02473,L0617,Sardor Yusufov,2026-04-11,out,25,enrolled,82,opening
C02474,L0254,Jamshid Umarov,2025-11-12,in,151,interested,74,pitch
C02475,L0300,Diyora Rustamova,2026-01-08,in,441,refused,37,pitch
C02476,L1057,Farrux Ahmadov,2026-07-28,out,888,callback,63,pitch
C02477,L0028,Jamshid Umarov,2025-10-05,out,90,callback,59,opening
C02478,L0635,Diyora Rustamova,2026-04-02,in,267,no_answer,9,opening
C02479,L0992,Farrux Ahmadov,2026-08-16,in,337,interested,70,close
C02480,L0704,Farrux Ahmadov,2026-05-13,out,32,callback,32,needs
C02481,L0419,Farrux Ahmadov,2026-01-09,out,390,callback,61,pitch
C02482,L1170,Jamshid Umarov,2026-08-28,out,118,no_answer,30,pitch
C02483,L0238,Diyora Rustamova,2025-12-23,out,170,callback,72,needs
C02484,L0004,Sherzod Nishonov,2025-11-13,in,815,enrolled,89,opening
C02485,L1088,Farrux Ahmadov,2026-08-28,in,440,no_answer,18,opening
C02486,L0580,Sardor Yusufov,2026-03-20,in,183,callback,77,close
C02487,L0903,Farrux Ahmadov,2026-06-09,in,360,no_answer,28,needs
C02488,L0187,Sherzod Nishonov,2025-10-18,in,312,callback,69,opening
C02489,L0113,Dilnoza Karimova,2025-10-14,in,784,interested,83,close
C02490,L0569,Sardor Yusufov,2026-03-16,out,95,enrolled,90,needs
C02491,L0944,Diyora Rustamova,2026-05-20,out,836,no_answer,26,opening
C02492,L0126,Sardor Yusufov,2025-10-09,out,190,no_answer,36,close
C02493,L0707,Farrux Ahmadov,2026-04-22,out,488,refused,39,opening
C02494,L0464,Dilnoza Karimova,2026-02-04,in,454,callback,71,opening
C02495,L0272,Dilnoza Karimova,2025-12-18,out,670,refused,18,needs
C02496,L0105,Botir Nazarov,2025-09-18,out,852,no_answer,14,opening
C02497,L0932,Jamshid Umarov,2026-06-07,out,617,no_answer,9,opening
C02498,L0272,Diyora Rustamova,2026-01-07,out,880,interested,69,pitch
C02499,L0381,Lola Qodirova,2026-01-28,out,472,interested,79,close
C02500,L0341,Diyora Rustamova,2026-01-03,out,91,interested,70,pitch
C02501,L0319,Lola Qodirova,2025-12-19,out,345,interested,85,opening
C02502,L0523,Lola Qodirova,2026-01-13,in,463,callback,58,needs
C02503,L0421,Diyora Rustamova,2025-12-24,in,90,interested,85,opening
C02504,L1043,Jamshid Umarov,2026-06-24,in,896,interested,76,needs
C02505,L1186,Botir Nazarov,2026-08-08,out,854,interested,82,close
C02506,L0848,Jamshid Umarov,2026-05-20,out,698,refused,21,needs
C02507,L0312,Diyora Rustamova,2025-11-21,out,394,callback,49,opening
C02508,L1133,Diyora Rustamova,2026-08-30,out,90,interested,69,close
C02509,L0651,Lola Qodirova,2026-04-06,in,709,interested,62,needs
C02510,L0226,Botir Nazarov,2025-11-27,out,714,refused,39,needs
C02511,L0038,Sherzod Nishonov,2025-09-24,in,619,no_answer,0,opening
C02512,L1088,Botir Nazarov,2026-08-30,in,237,callback,80,close
C02513,L0752,Jamshid Umarov,2026-03-13,out,726,callback,60,needs
C02514,L1199,Lola Qodirova,2026-08-17,in,637,refused,28,pitch
C02515,L1168,Dilnoza Karimova,2026-08-29,in,752,callback,51,opening
C02516,L0476,Lola Qodirova,2026-01-25,out,385,interested,64,pitch
C02517,L1000,Botir Nazarov,2026-07-09,out,50,enrolled,85,needs
C02518,L0811,Dilnoza Karimova,2026-05-14,in,511,interested,61,opening
C02519,L0089,Dilnoza Karimova,2025-09-24,out,640,refused,18,opening
C02520,L1116,Botir Nazarov,2026-08-19,out,415,refused,37,needs
C02521,L1012,Jamshid Umarov,2026-07-20,in,21,callback,66,opening
C02522,L0815,Botir Nazarov,2026-05-03,out,400,interested,96,pitch
C02523,L0251,Diyora Rustamova,2026-01-19,out,459,interested,73,opening
C02524,L0142,Sherzod Nishonov,2025-12-25,out,628,interested,74,needs
C02525,L0384,Sherzod Nishonov,2026-01-21,out,162,enrolled,90,opening
C02526,L0338,Jamshid Umarov,2025-12-22,out,603,interested,100,opening
C02527,L0063,Farrux Ahmadov,2025-10-13,in,688,refused,36,needs
C02528,L1135,Farrux Ahmadov,2026-08-31,out,505,interested,77,needs
C02529,L0410,Lola Qodirova,2026-01-22,out,619,callback,72,opening
C02530,L0387,Diyora Rustamova,2026-02-19,out,202,enrolled,94,pitch
C02531,L0186,Sherzod Nishonov,2025-11-06,in,577,interested,76,opening
C02532,L0531,Farrux Ahmadov,2026-01-21,out,738,refused,54,pitch
C02533,L0373,Jamshid Umarov,2026-01-13,in,325,enrolled,78,needs
C02534,L0433,Dilnoza Karimova,2026-02-26,out,790,no_answer,20,close
C02535,L0920,Sardor Yusufov,2026-06-08,in,784,enrolled,86,pitch
C02536,L0428,Lola Qodirova,2026-02-11,out,843,interested,80,opening
C02537,L1064,Sherzod Nishonov,2026-08-26,out,581,no_answer,1,opening
C02538,L0626,Dilnoza Karimova,2026-02-23,out,578,interested,68,close
C02539,L1038,Lola Qodirova,2026-06-25,out,570,refused,22,pitch
C02540,L0471,Sardor Yusufov,2026-02-13,out,369,no_answer,6,needs
C02541,L0242,Botir Nazarov,2025-12-26,in,558,no_answer,12,opening
C02542,L0578,Sardor Yusufov,2026-03-12,in,239,refused,11,opening
C02543,L0050,Jamshid Umarov,2025-10-14,in,92,no_answer,5,pitch
C02544,L1078,Botir Nazarov,2026-08-08,in,654,refused,23,pitch
C02545,L0142,Botir Nazarov,2025-11-29,out,681,callback,68,close
C02546,L0630,Diyora Rustamova,2026-03-26,in,236,callback,67,needs
C02547,L0041,Sardor Yusufov,2025-10-28,out,626,no_answer,21,pitch
C02548,L1109,Farrux Ahmadov,2026-07-19,out,262,interested,77,opening
C02549,L0977,Lola Qodirova,2026-08-12,in,451,callback,63,pitch
C02550,L0108,Jamshid Umarov,2025-10-29,in,576,refused,46,pitch
C02551,L0462,Jamshid Umarov,2026-02-04,out,248,no_answer,28,needs
C02552,L0475,Sardor Yusufov,2026-03-20,out,547,interested,69,opening
C02553,L0282,Farrux Ahmadov,2025-11-16,in,441,enrolled,84,needs
C02554,L1032,Sherzod Nishonov,2026-06-27,in,351,callback,82,pitch
C02555,L1090,Botir Nazarov,2026-07-30,out,589,enrolled,79,needs
C02556,L0879,Diyora Rustamova,2026-05-29,out,360,enrolled,100,close
C02557,L0239,Sardor Yusufov,2026-01-06,out,107,interested,79,close
C02558,L0077,Sherzod Nishonov,2025-10-20,out,235,no_answer,15,pitch
C02559,L0377,Farrux Ahmadov,2025-12-25,in,187,interested,68,opening
C02560,L0065,Diyora Rustamova,2025-09-24,out,390,refused,36,close
C02561,L1169,Dilnoza Karimova,2026-08-17,in,39,refused,51,pitch
C02562,L0940,Botir Nazarov,2026-06-11,out,623,interested,66,pitch
C02563,L1107,Dilnoza Karimova,2026-07-31,in,131,enrolled,100,close
C02564,L0518,Lola Qodirova,2026-03-09,out,693,refused,31,pitch
C02565,L0721,Sherzod Nishonov,2026-04-08,out,742,callback,61,pitch
C02566,L0188,Diyora Rustamova,2025-10-30,out,23,interested,74,needs
C02567,L0856,Diyora Rustamova,2026-06-05,out,266,interested,69,pitch
C02568,L0895,Sherzod Nishonov,2026-06-07,in,188,no_answer,27,pitch
C02569,L0758,Botir Nazarov,2026-04-25,in,735,interested,77,opening
C02570,L0945,Sherzod Nishonov,2026-06-28,out,652,refused,50,opening
C02571,L0333,Dilnoza Karimova,2025-12-10,out,74,interested,78,pitch
C02572,L1143,Botir Nazarov,2026-08-30,out,568,no_answer,26,pitch
C02573,L1093,Sardor Yusufov,2026-07-21,in,709,refused,34,opening
C02574,L0581,Diyora Rustamova,2026-03-07,out,553,interested,63,close
C02575,L0248,Diyora Rustamova,2026-01-15,out,705,refused,21,needs
C02576,L0380,Botir Nazarov,2025-12-09,out,313,refused,37,opening
C02577,L0211,Botir Nazarov,2025-12-07,out,826,callback,52,pitch
C02578,L0459,Sherzod Nishonov,2026-01-24,in,119,refused,23,opening
C02579,L0101,Botir Nazarov,2025-09-17,in,226,callback,62,close
C02580,L1165,Lola Qodirova,2026-08-28,out,207,interested,68,opening
C02581,L0750,Jamshid Umarov,2026-04-30,out,842,refused,9,close
C02582,L0162,Botir Nazarov,2025-12-18,out,747,callback,57,needs
C02583,L0471,Lola Qodirova,2026-01-25,out,148,callback,69,close
C02584,L0737,Botir Nazarov,2026-04-06,out,534,no_answer,16,close
C02585,L0524,Sherzod Nishonov,2026-01-27,out,893,no_answer,1,pitch
C02586,L0615,Lola Qodirova,2026-04-01,out,315,callback,67,pitch
C02587,L0607,Sardor Yusufov,2026-03-29,out,223,interested,76,opening
C02588,L0040,Sardor Yusufov,2025-11-21,out,475,callback,63,opening
C02589,L0896,Sherzod Nishonov,2026-05-23,out,703,interested,84,needs
C02590,L0020,Farrux Ahmadov,2025-09-29,out,684,enrolled,93,needs
C02591,L1007,Botir Nazarov,2026-08-27,in,372,interested,85,needs
C02592,L0543,Farrux Ahmadov,2026-02-05,in,754,interested,83,pitch
C02593,L0677,Sherzod Nishonov,2026-03-09,out,189,interested,79,pitch
C02594,L0001,Sardor Yusufov,2025-09-22,out,214,no_answer,23,pitch
C02595,L1078,Botir Nazarov,2026-08-19,in,114,interested,87,opening
C02596,L0375,Farrux Ahmadov,2026-02-12,in,20,interested,76,needs
C02597,L0175,Diyora Rustamova,2025-11-19,in,147,interested,55,opening
C02598,L0366,Lola Qodirova,2025-12-17,in,226,refused,51,pitch
C02599,L0001,Diyora Rustamova,2025-11-07,out,635,interested,64,close
C02600,L1183,Jamshid Umarov,2026-08-24,in,330,callback,54,close
C02601,L0658,Sherzod Nishonov,2026-02-22,out,707,refused,53,needs
C02602,L0822,Sardor Yusufov,2026-06-21,out,575,interested,75,needs
C02603,L0317,Farrux Ahmadov,2025-12-01,out,321,interested,70,pitch
C02604,L0055,Diyora Rustamova,2025-10-31,in,20,no_answer,20,needs
C02605,L0290,Diyora Rustamova,2025-12-08,out,689,interested,77,pitch
C02606,L0645,Sardor Yusufov,2026-02-17,out,811,callback,48,close
C02607,L0317,Farrux Ahmadov,2026-01-02,out,821,interested,72,pitch
C02608,L0160,Lola Qodirova,2025-11-13,in,685,interested,91,opening
C02609,L0453,Lola Qodirova,2026-02-03,in,649,refused,32,pitch
C02610,L0452,Farrux Ahmadov,2026-03-10,out,99,callback,61,needs
C02611,L0012,Sardor Yusufov,2025-09-29,in,184,interested,70,opening
C02612,L0182,Jamshid Umarov,2025-10-18,out,250,callback,60,opening
C02613,L1135,Sherzod Nishonov,2026-08-27,in,681,refused,47,opening
C02614,L0660,Sherzod Nishonov,2026-05-03,in,262,interested,78,close
C02615,L1028,Lola Qodirova,2026-07-05,in,735,callback,58,needs
C02616,L0794,Sherzod Nishonov,2026-05-28,in,828,refused,17,close
C02617,L0926,Jamshid Umarov,2026-07-24,out,504,callback,51,needs
C02618,L1186,Botir Nazarov,2026-08-13,out,137,refused,21,needs
C02619,L1124,Lola Qodirova,2026-08-31,in,629,no_answer,33,needs
C02620,L0159,Botir Nazarov,2025-10-26,in,505,refused,20,opening
C02621,L0123,Dilnoza Karimova,2025-10-14,out,159,refused,18,opening
C02622,L0726,Farrux Ahmadov,2026-04-05,out,474,no_answer,14,pitch
C02623,L0459,Botir Nazarov,2026-01-12,out,135,enrolled,78,needs
C02624,L0224,Diyora Rustamova,2025-11-12,out,463,enrolled,79,pitch
C02625,L0720,Sherzod Nishonov,2026-05-10,out,616,refused,29,opening
C02626,L1180,Sherzod Nishonov,2026-08-23,out,146,callback,59,needs
C02627,L0198,Sardor Yusufov,2025-12-07,out,635,no_answer,7,close
C02628,L0067,Farrux Ahmadov,2025-11-16,out,70,enrolled,100,opening
C02629,L0100,Botir Nazarov,2025-10-06,in,535,callback,55,close
C02630,L0978,Sardor Yusufov,2026-07-09,out,217,interested,69,pitch
C02631,L0368,Jamshid Umarov,2026-02-23,in,426,no_answer,2,needs
C02632,L0548,Botir Nazarov,2026-02-01,out,865,no_answer,23,opening
C02633,L0880,Lola Qodirova,2026-06-17,in,683,refused,25,pitch
C02634,L0714,Botir Nazarov,2026-03-10,out,292,no_answer,12,opening
C02635,L0522,Sherzod Nishonov,2026-03-23,in,588,interested,62,needs
C02636,L0336,Botir Nazarov,2025-12-23,out,262,enrolled,89,opening
C02637,L1098,Sardor Yusufov,2026-08-18,out,248,refused,40,pitch
C02638,L1103,Farrux Ahmadov,2026-08-19,in,213,no_answer,12,needs
C02639,L0480,Sardor Yusufov,2026-02-07,in,674,no_answer,0,needs
C02640,L0983,Lola Qodirova,2026-06-29,out,267,interested,69,opening
C02641,L1000,Lola Qodirova,2026-08-09,in,62,no_answer,14,opening
